     Wp      Wc      Yp      Yc       L    items/s pnotifs/s cnotifs/s pstarts/s cstarts/s psleeps/s csleeps/s
  220.9  2000.0    5000    5000     512     499520         0      1154      1154         0         0         0
  226.0  2000.0    5000    5000     512     499484         0      1151      1151         0         0         0
  230.9  1999.7    5000    5000     512     499556         0      1148      1148         0         0         0
  235.7  1999.8    5000    5000     512     499562         0      1143      1143         0         0         0
  240.9  1999.7    5000    5000     512     499595         0      1140      1140         0         0         0
  246.8  1999.9    5000    5000     512     499511         0      1138      1138         0         0         0
  251.7  1999.8    5000    5000     512     499548         0      1133      1133         0         0         0
  258.0  1999.9    5000    5000     512     499509         0      1130      1130         0         0         0
  264.0  2000.0    5000    5000     512     499449         0      1125      1125         0         0         0
  269.7  1999.8    5000    5000     512     499566         0      1122      1123         0         0         0
  276.0  2000.0    5000    5000     512     499495         0      1117      1117         0         0         0
  282.0  2000.0    5000    5000     512     499503         0      1115      1115         0         0         0
  287.7  1999.7    5000    5000     512     499584         0      1110      1110         0         0         0
  294.9  1999.7    5000    5000     512     499593         0      1105      1105         0         0         0
  300.9  2000.0    5000    5000     512     499538         0      1103      1103         0         0         0
  308.0  2000.0    5000    5000     512     499510         0      1098      1098         0         0         0
  314.9  2000.0    5000    5000     512     499512         0      1093      1093         0         0         0
  321.7  1999.8    5000    5000     512     499561         0      1088      1088         0         0         0
  328.9  1999.8    5000    5000     512     499495         0      1083      1083         0         0         0
  336.9  1999.7    5000    5000     512     499596         0      1079      1079         0         0         0
  344.0  2000.0    5000    5000     512     499536         0      1074      1074         0         0         0
  352.0  2000.0    5000    5000     512     499528         0      1069      1069         0         0         0
  360.0  2000.0    5000    5000     512     499508         0      1063      1063         0         0         0
  368.0  2000.0    5000    5000     512     499534         0      1058      1058         0         0         0
  376.9  1999.8    5000    5000     512     499567         0      1052      1052         0         0         0
  384.9  2000.0    5000    5000     512     499531         0      1047      1047         0         0         0
  394.0  2000.0    5000    5000     512     499549         0      1041      1041         0         0         0
  402.9  1999.8    5000    5000     512     499608         0      1036      1036         0         0         0
  412.0  2000.0    5000    5000     512     499557         0      1030      1030         0         0         0
  420.8  2000.0    5000    5000     512     499578         0      1024      1024         0         0         0
  429.7  1999.7    5000    5000     512     499632         0      1018      1018         0         0         0
  440.0  2000.0    5000    5000     512     499562         0      1011      1011         0         0         0
  449.7  1999.8    5000    5000     512     499610         0      1005      1005         0         0         0
  460.0  2000.0    5000    5000     512     499569         0       999       999         0         0         0
  470.9  1999.7    5000    5000     512     499625         0       991       991         0         0         0
  480.9  2000.0    5000    5000     512     499573         0       985       985         0         0         0
  492.0  2000.0    5000    5000     512     499569         0       978       978         0         0         0
  502.9  1999.8    5000    5000     512     499633         0       971       971         0         0         0
  514.0  2000.0    5000    5000     512     499567         0       964       964         0         0         0
  525.7  1999.7    5000    5000     512     499642         0       957       957         0         0         0
  537.7  1999.8    5000    5000     512     499658         0       948       948         0         0         0
  549.7  1999.8    5000    5000     512     499654         0       941       941         0         0         0
  562.0  2000.0    5000    5000     512     499597         0       932       932         0         0         0
  574.9  2000.0    5000    5000     512     499604         0       925       925         0         0         0
  587.7  1999.7    5000    5000     512     499654         0       917       917         0         0         0
  600.8  2000.0    5000    5000     512     499606         0       908       908         0         0         0
  614.8  2000.0    5000    5000     512     499584         0       898       898         0         0         0
  627.7  1999.8    5000    5000     512     499655         0       890       891         0         0         0
  642.9  1999.8    5000    5000     512     499683         0       880       880         0         0         0
  656.9  1999.8    5000    5000     512     499655         0       872       872         0         0         0
  671.7  1999.7    5000    5000     512     499699         0       861       861         0         0         0
  686.9  1999.8    5000    5000     512     499681         0       851       852         0         0         0
  702.9  1999.7    5000    5000     512     499701         0       841       841         0         0         0
  718.0  2000.0    5000    5000     512     499609         0       831       831         0         0         0
  733.7  1999.7    5000    5000     512     499694         0       822       822         0         0         0
  750.9  1999.7    5000    5000     512     499690         0       810       810         0         0         0
  768.0  2000.0    5000    5000     512     499672         0       799       799         0         0         0
  784.9  1999.7    5000    5000     512     499727         0       788       788         0         0         0
  802.8  2000.0    5000    5000     512     499683         0       777       777         0         0         0
  820.8  2000.0    5000    5000     512     499662         0       765       765         0         0         0
  838.9  1999.7    5000    5000     512     499746         0       754       754         0         0         0
  857.7  1999.7    5000    5000     512     499752         0       741       741         0         0         0
  877.7  1999.8    5000    5000     512     499726         0       728       728         0         0         0
  896.9  1999.8    5000    5000     512     499757         0       716       716         0         0         0
  918.0  2000.0    5000    5000     512     499704         0       702       702         0         0         0
  938.0  2000.0    5000    5000     512     499709         0       689       689         0         0         0
  958.8  2000.0    5000    5000     512     499722         0       675       675         0         0         0
  980.9  1999.8    5000    5000     512     499779         0       661       661         0         0         0
 1002.9  1999.8    5000    5000     512     499785         0       647       647         0         0         0
 1025.7  1999.8    5000    5000     512     499788         0       632       632         0         0         0
 1048.8  2000.0    5000    5000     512     499714         0       617       617         0         0         0
 1072.0  2000.0    5000    5000     512     499750         0       602       602         0         0         0
 1095.7  1999.7    5000    5000     512     499820         0       587       587         0         0         0
 1120.9  1999.7    5000    5000     512     499791         0       570       570         0         0         0
 1145.8  1999.8    5000    5000     512     499822         0       555       555         0         0         0
 1171.7  1999.7    5000    5000     512     499835         0       537       537         0         0         0
 1198.9  1999.7    5000    5000     512     499849         0       520       520         0         0         0
 1224.9  1999.7    5000    5000     512     499855         0       503       503         0         0         0
 1252.9  1999.8    5000    5000     512     499855         0       485       485         0         0         0
 1280.8  2000.0    5000    5000     512     499782         0       467       467         0         0         0
 1310.0  2000.0    5000    5000     512     499825         0       448       448         0         0         0
 1340.0  2000.0    5000    5000     512     499823         0       429       429         0         0         0
 1369.8  1999.8    5000    5000     512     499886         0       409       409         0         0         0
 1400.9  1999.8    5000    5000     512     499866         0       389       389         0         0         0
 1431.8  1999.8    5000    5000     512     499897         0       369       369         0         0         0
 1464.0  2000.0    5000    5000     512     499845         0       348       348         0         0         0
 1496.9  1999.7    5000    5000     512     499933         0       326       327         0         0         0
 1530.8  1999.9    5000    5000     512     499884         0       305       305         0         0         0
 1564.9  2000.0    5000    5000     512     499870         0       282       283         0         0         0
 1600.9  1999.7    5000    5000     512     499951         0       259       259         0         0         0
 1636.8  2000.0    5000    5000     512     499907         0       236       236         0         0         0
 1672.8  1999.9    5000    5000     512     499891         0       212       212         0         0         0
 1710.9  1999.7    5000    5000     512     499989         0       188       188         0         0         0
 1749.8  1999.8    5000    5000     512     499991         0       162       162         0         0         0
 1788.9  1999.8    5000    5000     512     499978         0       137       137         0         0         0
 1828.9  1999.7    5000    5000     512     500021         0       111       111         0         0         0
 1869.9  1999.9    5000    5000     512     499978         0        84        84         0         0         0
 1911.7  1999.7    5000    5000     512     500044         0        57        57         0         0         0
 1956.0  2000.0    5000    5000     512     499995         0        29        29         0         0         0
 1999.8  1999.8    5000    5000     512     500048        10         0         0         9         0         0
 2006.8  2000.0    5000    5000     512     491580     60837         0         0      8918         0         0
 2014.9  1999.8    5000    5000     512     490748     37669         0         0     17900         0         0
 2021.8  1999.8    5000    5000     512     487365     46470         0         0     24532         0         0
 2030.0  2000.0    5000    5000     512     483535     42194         0         0     24119         0         0
 2037.8  1999.8    5000    5000     512     480081     44038         0         0     27998         0         0
 2045.7  1999.7    5000    5000     512     476337     50871         0         0     35586         0         0
 2052.9  1999.8    5000    5000     512     473979     56479         0         0     41863         0         0
 2060.8  1999.9    5000    5000     512     470633     65267         0         0     50127         0         0
 2068.9  1999.8    5000    5000     512     466968     70316         0         0     49050         0         0
 2076.9  1999.7    5000    5000     512     465871     90991         0         0     90499         0         0
 2084.8  2000.0    5000    5000     512     461042     77635         0         0     58221         0         0
 2092.9  1999.8    5000    5000     512     457857    106122         0         0    105222         0         0
 2100.8  1999.9    5000    5000     512     454918     78878         0         0     74990         0         0
 2108.9  1999.7    5000    5000     512     450658     80964         0         0     59274         0         0
 2116.9  2000.0    5000    5000     512     448067     92207         0         0     71336         0         0
 2124.8  2000.0    5000    5000     512     445508    144770         0         0    143944         0         0
 2132.9  1999.8    5000    5000     512     442936     85874         0         0     81371         0         0
 2140.9  2000.0    5000    5000     512     439415     82387         0         0     72822         0         0
 2148.9  1999.7    5000    5000     512     437828     78137         0         0     74302         0         0
 2156.9  1999.7    5000    5000     512     435584     76896         0         0     70113         0         0
 2164.8  2000.0    5000    5000     512     432297    103810         0         0     84049         0         0
 2173.7  1999.7    5000    5000     512     425009    193345         0         0    189415         0         0
 2181.8  1999.8    5000    5000     512     424822    190114         0         0    189546         0         0
 2189.8  1999.8    5000    5000     512     423166    203232         0         0    202259         0         0
 2197.8  1999.8    5000    5000     512     419881    118121         0         0    111446         0         0
 2206.9  1999.7    5000    5000     512     417806    109186         0         0    106126         0         0
 2214.9  1999.8    5000    5000     512     416376     88709         0         0     86373         0         0
 2224.0  2000.0    5000    5000     512     415469     90975         0         0     87397         0         0
 2231.7  1999.7    5000    5000     512     414801     91276         0         0     87546         0         0
 2240.9  1999.7    5000    5000     512     410047    111898         0         0     97529         0         0
 2248.9  1999.8    5000    5000     512     407898    119967         0         0    107063         0         0
 2257.8  1999.8    5000    5000     512     404355    115667         0         0    113583         0         0
 2266.0  2000.0    5000    5000     512     402272    107618         0         0    105200         0         0
 2274.8  1999.9    5000    5000     512     400222    101753         0         0    100778         0         0
 2282.9  1999.8    5000    5000     512     399592    102474         0         0    100717         0         0
 2291.8  1999.8    5000    5000     512     398397    102471         0         0    101134         0         0
 2300.8  2000.0    5000    5000     512     397011    103754         0         0    102186         0         0
 2309.7  1999.7    5000    5000     512     395566    104202         0         0    100579         0         0
 2317.8  1999.8    5000    5000     512     393800    110655         0         0    104712         0         0
 2326.9  1999.7    5000    5000     512     391325    115988         0         0    106923         0         0
 2335.8  1999.8    5000    5000     512     386582    143078         0         0    116588         0         0
 2344.9  1999.7    5000    5000     512     380272    177012         0         0    150389         0         0
 2353.9  2000.0    5000    5000     512     377621    188850         0         0    168205         0         0
 2362.8  2000.0    5000    5000     512     370365    350018         0         0    349895         0         0
 2371.7  1999.7    5000    5000     512     372670    184494         0         0    176515         0         0
 2380.9  1999.7    5000    5000     512     369517    332417         0         0    332219         0         0
 2389.9  2000.0    5000    5000     512     371355    195601         0         0    195120         0         0
 2398.8  2000.0    5000    5000     512     370489    135912         0         0    135692         0         0
 2407.8  1999.8    5000    5000     512     370723    124744         0         0    124630         0         0
 2416.9  1999.7    5000    5000     512     370245    123726         0         0    122728         0         0
 2425.8  1999.8    5000    5000     512     368956    126275         0         0    124958         0         0
 2435.8  1999.8    5000    5000     512     364640    131363         0         0    130730         0         0
 2444.9  1999.7    5000    5000     512     363391    124887         0         0    124774         0         0
 2453.9  1999.9    5000    5000     512     365441    118188         0         0    117944         0         0
 2462.9  1999.7    5000    5000     512     365971    114740         0         0    113152         0         0
 2472.9  1999.8    5000    5000     512     364619    119572         0         0    116503         0         0
 2481.8  1999.8    5000    5000     512     357360    145764         0         0    139172         0         0
 2492.0  2000.0    5000    5000     512     356387    150468         0         0    141187         0         0
 2500.8  1999.9    5000    5000     512     351968    162099         0         0    154681         0         0
 2510.8  1999.9    5000    5000     512     348574    169538         0         0    164260         0         0
 2520.0  2000.0    5000    5000     512     344347    177532         0         0    172274         0         0
 2529.8  1999.8    5000    5000     512     340804    191964         0         0    187453         0         0
 2538.7  1999.9    5000    5000     512     340235    184796         0         0    181670         0         0
