4,1561,63027730133,-;virtpc: set Yc=5000ns
4,1562,63027730133,-;virtpc: set csleep=0
4,1563,63027730134,-;virtpc: set incSc=0
4,1564,63027730139,-;virtpc: set Wc=2000ns
4,1565,63027730140,-;virtpc: set Yc=5000ns
4,1566,63027730141,-;virtpc: set csleep=0
4,1567,63027730141,-;virtpc: set incSc=0
4,1568,63027730145,-;virtpc: set Wc=2000ns
4,1569,63027730146,-;virtpc: set Yc=5000ns
4,1570,63027730147,-;virtpc: set csleep=0
4,1571,63027730147,-;virtpc: set incSc=0
4,1572,63027730151,-;virtpc: set Wc=2000ns
4,1573,63027730151,-;virtpc: set Yc=5000ns
4,1574,63027730152,-;virtpc: set csleep=0
4,1575,63027730153,-;virtpc: set incSc=0
4,1577,63029790081,-;PC: 498823 items/s 1 kicks/s 0 sleeps/s 621 intrs/s 1968666 latency
4,1578,63031789920,-;PC: 499827 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968719 latency
4,1579,63033789769,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1969062 latency
4,1580,63035789621,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1960325 latency
4,1581,63037789480,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968782 latency
4,1582,63039789325,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968821 latency
4,1583,63041789170,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1960088 latency
4,1584,63043789018,-;PC: 499782 items/s 1 kicks/s 0 sleeps/s 592 intrs/s 1968135 latency
4,1585,63045788862,-;PC: 499823 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1969003 latency
4,1586,63047788721,-;PC: 499495 items/s 1 kicks/s 0 sleeps/s 592 intrs/s 1968821 latency
4,1587,63049788559,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1969110 latency
4,1588,63051788402,-;PC: 499823 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1963466 latency
4,1589,63053788250,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968720 latency
4,1590,63055788097,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968998 latency
4,1591,63057787965,-;PC: 497882 items/s 1 kicks/s 0 sleeps/s 590 intrs/s 1968864 latency
4,1592,63059787830,-;PC: 499310 items/s 1 kicks/s 0 sleeps/s 592 intrs/s 1969103 latency
4,1593,63061787668,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968922 latency
4,1594,63063787509,-;PC: 499823 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1968883 latency
4,1595,63065787364,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968198 latency
4,1596,63067787208,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1968971 latency
4,1597,63069787054,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968694 latency
4,1598,63071786896,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1968727 latency
4,1599,63073786735,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1960004 latency
4,1600,63075786581,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1969020 latency
4,1601,63077786419,-;PC: 499823 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1960009 latency
4,1602,63079786261,-;PC: 499823 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968752 latency
4,1603,63081786096,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1965240 latency
4,1604,63083785942,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1969079 latency
4,1605,63085785796,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1959922 latency
4,1606,63087785635,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968866 latency
4,1607,63089785470,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1959855 latency
4,1608,63091785316,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1969103 latency
4,1609,63093785159,-;PC: 497614 items/s 1 kicks/s 0 sleeps/s 590 intrs/s 1968907 latency
4,1610,63095784996,-;PC: 499823 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1960079 latency
4,1611,63097784837,-;PC: 499823 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968840 latency
4,1612,63099784686,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1959858 latency
4,1613,63101784527,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1969043 latency
4,1614,63103784366,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1960088 latency
4,1615,63105784201,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968745 latency
4,1616,63107784034,-;PC: 499823 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1960149 latency
4,1617,63109783885,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968859 latency
4,1618,63111783727,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1960068 latency
4,1619,63113783566,-;PC: 499823 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968661 latency
4,1620,63115783401,-;PC: 499823 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1963387 latency
4,1621,63117783254,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968980 latency
4,1622,63119783103,-;PC: 499823 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1960013 latency
4,1623,63121782943,-;PC: 499823 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968842 latency
4,1624,63123782781,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1959845 latency
4,1625,63125782622,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 592 intrs/s 1968897 latency
4,1626,63127782466,-;PC: 499823 items/s 0 kicks/s 0 sleeps/s 593 intrs/s 1959701 latency
4,1627,63127786192,-;virtpc: set Wc=2000ns
4,1628,63127786194,-;virtpc: set Yc=5000ns
4,1629,63127786195,-;virtpc: set csleep=0
4,1630,63127786196,-;virtpc: set incSc=0
4,1631,63127786202,-;virtpc: set Wc=2000ns
4,1632,63127786203,-;virtpc: set Yc=5000ns
4,1633,63127786203,-;virtpc: set csleep=0
4,1634,63127786204,-;virtpc: set incSc=0
4,1635,63127786208,-;virtpc: set Wc=2000ns
4,1636,63127786209,-;virtpc: set Yc=5000ns
4,1637,63127786209,-;virtpc: set csleep=0
4,1638,63127786210,-;virtpc: set incSc=0
4,1639,63127786213,-;virtpc: set Wc=2000ns
4,1640,63127786214,-;virtpc: set Yc=5000ns
4,1641,63127786215,-;virtpc: set csleep=0
4,1642,63127786215,-;virtpc: set incSc=0
4,1643,63129782305,-;PC: 483918 items/s 1 kicks/s 0 sleeps/s 572 intrs/s 1969745 latency
4,1644,63131782149,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1960946 latency
4,1645,63133781993,-;PC: 497478 items/s 1 kicks/s 0 sleeps/s 587 intrs/s 1961135 latency
4,1646,63135781828,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1965409 latency
4,1647,63137781672,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1968422 latency
4,1648,63139781525,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 589 intrs/s 1962399 latency
4,1649,63141781361,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1960912 latency
4,1650,63143781202,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1963804 latency
4,1651,63145781045,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1960825 latency
4,1652,63147780889,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1963274 latency
4,1653,63149780727,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1961323 latency
4,1654,63151780578,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1968978 latency
4,1655,63153780419,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1960862 latency
4,1656,63155780279,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969886 latency
4,1657,63157780124,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969005 latency
4,1658,63159779971,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969127 latency
4,1659,63161779821,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969051 latency
4,1660,63163779663,-;PC: 497534 items/s 1 kicks/s 0 sleeps/s 587 intrs/s 1969289 latency
4,1661,63165779525,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1961074 latency
4,1662,63167779366,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1960944 latency
4,1663,63169779206,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969819 latency
4,1664,63171779051,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969027 latency
4,1665,63173778911,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969564 latency
4,1666,63175778763,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969455 latency
4,1667,63177778604,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969510 latency
4,1668,63179778446,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969305 latency
4,1669,63181778292,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969747 latency
4,1670,63183778133,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 589 intrs/s 1969158 latency
4,1671,63185777984,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969155 latency
4,1672,63187777834,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969138 latency
4,1673,63189777687,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969065 latency
4,1674,63191777528,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969131 latency
4,1675,63193777378,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969097 latency
4,1676,63195777224,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969076 latency
4,1677,63197777087,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969043 latency
4,1678,63199776925,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969036 latency
4,1679,63201776772,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969689 latency
4,1680,63203776615,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969786 latency
4,1681,63205776462,-;PC: 499823 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969042 latency
4,1682,63207776305,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969002 latency
4,1683,63209776149,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969787 latency
4,1684,63211775997,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969098 latency
4,1685,63213775857,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969894 latency
4,1686,63215775693,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969478 latency
4,1687,63217775542,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969055 latency
4,1688,63219775386,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969369 latency
4,1689,63221775255,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969168 latency
4,1690,63223775095,-;PC: 499825 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1968998 latency
4,1691,63225774941,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969162 latency
4,1692,63227774785,-;PC: 499824 items/s 0 kicks/s 0 sleeps/s 590 intrs/s 1969115 latency
